St Marks Pl & 2 Ave,40.7284186,-73.98713956
Frost St & Meeker St,40.71764,-73.94882
Lafayette Ave & Classon Ave,40.68900443,-73.96023854
Scholes St & Manhattan Ave,40.70870368,-73.9448625
Wyckoff St & 3 Ave,40.6827549,-73.98258555
W 43 St & 10 Ave,40.76009437,-73.99461843
Lafayette Ave & St James Pl,40.68851534,-73.9647628
St James Pl & Oliver St,40.71307916,-73.99851193
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458
Graham Ave & Grand St,40.711863,-73.944024
E 39 St & 2 Ave,40.74780373,-73.9734419
14 St & 5 Ave,40.666287,-73.98895053
North St,40.752559,-74.044725
Vesey Pl & River Terrace,40.7153379,-74.01658354
Milton St & Franklin St,40.72906,-73.95779
Broadway & Berry St,40.71044554,-73.96525063
Centre St & Chambers St,40.71273266,-74.0046073
Broadway & W 29 St,40.7462009,-73.98855723
Henry St & Grand St,40.714215,-73.981346
LaGuardia Pl & W 3 St,40.72917025,-73.99810231
Broadway & W 58 St,40.76695317,-73.98169333
Grand Army Plaza & Plaza St West,40.6729679,-73.97087984
E 66 St & Madison Ave,40.76800889,-73.96845281
3 Ave & E 71 St,40.76873687,-73.96119945
Broadway & W 32 St,40.74854862,-73.98808416
Congress St & Clinton St,40.6881529,-73.99520919
Graham Ave & Herbert St,40.71929301,-73.94500379
Prospect Pl & 6 Ave,40.6793307,-73.97519523
Avenue D & E 12 St,40.72580614,-73.97422494
W 63 St & Broadway,40.77163851,-73.98261428
Monroe St & Bedford Ave,40.6851443,-73.95380904
Kingston Ave & Herkimer St,40.67890679,-73.94142771
W 47 St & 10 Ave,40.76269882,-73.99301222
Nassau St & Navy St,40.69839895,-73.98068914
W 67 St & Broadway,40.77492513,-73.98266566
Queens Plaza North & Crescent St,40.75110165,-73.94073717
E 24 St & Park Ave S,40.74096374,-73.98602213
W 82 St & Central Park West,40.78275,-73.97137
Cooper Square & E 7 St,40.7292365,-73.99086803
E 20 St & Park Ave,40.73827428,-73.98751968
Harrison St & Hudson St,40.71870987,-74.0090009
Amsterdam Ave & W 66 St,40.7746671,-73.98470567
E 71 St & 2 Ave,40.76817547,-73.95910263
Van Vorst Park,40.71848892,-74.04772663
Butler St & Court St,40.6849894,-73.99440329
E 55 St & 3 Ave,40.75899656,-73.96865398
Grand Army Plaza & Central Park S,40.7643971,-73.97371465
E 15 St & 3 Ave,40.734232,-73.986923
E 52 St & 2 Ave,40.756014,-73.967416
1 Ave & E 94 St,40.7817212,-73.94594
W 51 St & 6 Ave,40.7606597,-73.98042047
Union St & 4 Ave,40.6772744,-73.98282002
1 Ave & E 16 St,40.73221853,-73.98165557
W 37 St & 5 Ave,40.75038009,-73.98338988
Greenwich Ave & 8 Ave,40.73901691,-74.00263761
E 47 St & 1 Ave,40.75206862,-73.96784384
E 89 St & York Ave,40.7779453,-73.946041
West Thames St,40.70834698,-74.01713445
Lewis Ave & Kosciuszko St,40.69237074,-73.93705428
Cambridge Pl & Gates Ave,40.68488,-73.96304
4 Ave & 2 St,40.67461342,-73.98501143
Broadway & W 41 St,40.75513557,-73.98658032
Center Blvd & Borden Ave,40.74161,-73.96044
W 74 St & Columbus Ave,40.7785669,-73.97754961
E 80 St & 2 Ave,40.7739139,-73.95439535
Bergen St & Flatbush Ave,40.68094472,-73.97567332
Stagg St & Union Ave,40.70877084,-73.95095259
3 St & 3 Ave,40.6750705,-73.98775226
W 43 St & 6 Ave,40.75527307,-73.98316936
Allen St & Hester St,40.71605866,-73.99190759
Douglass St & 3 Ave,40.6802133,-73.98432695
Central Park S & 6 Ave,40.76590936,-73.97634151
Riverside Dr & W 82 St,40.78720869,-73.98128127
E 32 St & Park Ave,40.7457121,-73.98194829
3 St & 7 Ave,40.6703837,-73.97839676
Division Ave & Hooper St,40.70691254,-73.95441667
Monroe St & Tompkins Ave,40.686203,-73.944694
Cliff St & Fulton St,40.70823502,-74.00530063
Franklin Ave & Myrtle Ave,40.694528,-73.958089
W 89 St & Columbus Ave,40.7882213,-73.97041561
Nassau Ave & Russell St,40.72557,-73.94434
Boerum St & Broadway,40.70538077,-73.94976519
Richardson St & N Henry St,40.71907891,-73.9422369
Yankee Ferry Terminal,40.686931,-74.016966
5 Ave & 3 St,40.6728155,-73.98352355
Murray St & West St,40.7149787,-74.013012
E 25 St & 1 Ave,40.7381765,-73.97738662
W 59 St & 10 Ave,40.770513,-73.988038
Columbia St & Lorraine St,40.6747055,-74.0075572
